state,city,total
Ohio,Adena,3
Ohio,Akron,1
Ohio,Albany,62
Ohio,Alexandria,0
Ohio,Alger,0
Ohio,Alledonia,0
Ohio,Alliance,28
Ohio,Alpha,0
Ohio,Alvada,0
Ohio,Alvordton,0
Ohio,Amanda,0
Ohio,Amelia,6
Ohio,Amesville,0
Ohio,Amherst,16
Ohio,Amlin,0
Ohio,Amsterdam,17
Ohio,Anderson,47
Ohio,Andover,0
Ohio,Anna,0
Ohio,Ansonia,0
Ohio,Antwerp,2
Ohio,Apple Creek,0
Ohio,Arcadia,0
Ohio,Arcanum,0
Ohio,Archbold,4
Ohio,Arlington,147
Ohio,Ashland,0
Oklahoma,Ada,3
Oklahoma,Adair,0
Oklahoma,Adams,1
Oklahoma,Afton,0
Oklahoma,Agra,0
Oklahoma,Albany,62
Oklahoma,Albion,0
Oklahoma,Alex,0
Oklahoma,Aline,0
Oklahoma,Allen,55
Oklahoma,Altus,16
Oklahoma,Alva,0
Oklahoma,Amber,0
Oklahoma,Ames,22
Oklahoma,Amorita,0
Oklahoma,Anadarko,2
Oklahoma,Antlers,9
Oklahoma,Apache,0
Oklahoma,Arcadia,0
Oklahoma,Ardmore,2
Oklahoma,Arkoma,2
Oklahoma,Arnett,0
Oklahoma,Asher,0
New Jersey,Boonton,7
New Jersey,Boonton Township,1
New Jersey,Bordentown,5
New Jersey,Bound Brook,3
New Jersey,Bradley Beach,0
New Jersey,Branchville,2
New Jersey,Brick,28
New Jersey,Bridgeport,6
New Jersey,Bridgeton,10
New Jersey,Bridgewater,26
New Jersey,Brielle,0
New Jersey,Brigantine,0
New Jersey,Broadway,0
New Jersey,Brookside,0
New Jersey,Browns Mills,1
New Jersey,Budd Lake,2
New Jersey,Buena,0
New Jersey,Burlington,9
New Jersey,Butler,0
New Jersey,Buttzville,0
New Jersey,Caldwell,2
New Jersey,Califon,1
New Jersey,Camden,18
New Jersey,Cape May,8
New Jersey,Cape May Court House,13
New Jersey,Cape May Point,0
New Jersey,Carlstadt,0
New Jersey,Carneys Point,6
New Jersey,Carteret,1
New Jersey,Cedar Brook,0
New York,Cornwallville,0
New York,Corona,58
New York,Cortland,9
New York,Cortlandt Manor,10
New York,Cossayuna,0
New York,Cottekill,0
New York,Cowlesville,0
New York,Coxsackie,0
New York,Cragsmoor,0
New York,Craryville,0
New York,Crittenden,0
New York,Crompond,0
New York,Cropseyville,0
New York,Cross River,1
New York,Croton Falls,0
New York,Croton On Hudson,15
New York,Cuddebackville,0
New York,Cutchogue,1
New York,Dale,0
New York,Dansville,1
New York,Deer Park,4
New York,Delanson,0
New York,Delmar,11
New York,Depew,4
New York,Derby,0
New York,Diamond Point,0
New York,Dix Hills,1
New York,Dobbs Ferry,4
New York,Dormansville,0
New York,Dover Plains,1
North Carolina,Ferguson,5
North Carolina,Flat Rock,0
North Carolina,Flatrock,0
North Carolina,Fleetwood,2
North Carolina,Fletcher,0
North Carolina,Forest City,18
North Carolina,Fort Bragg,6
North Carolina,Fountain,0
North Carolina,Four Oaks,4
North Carolina,Franklin,2
North Carolina,Franklinton,5
North Carolina,Franklinville,0
North Carolina,Fremont,24
North Carolina,Frisco,40
North Carolina,Fuquay Varina,15
North Carolina,Garland,132
North Carolina,Garner,12
North Carolina,Garysburg,0
North Carolina,Gaston,2
North Carolina,Gastonia,53
North Carolina,Gates,0
North Carolina,Gatesville,6
North Carolina,Germanton,0
Ohio,Ashley,1
Ohio,Ashtabula,22
Ohio,Ashville,1
Ohio,Athens,1
Ohio,Attica,0
Ohio,Atwater,0
Ohio,Augusta,22
Ohio,Aurora,0
Ohio,Austinburg,3
Ohio,Austintown,15
Ohio,Ava,3
Ohio,Avon,11
Ohio,Avon Lake,18
Ohio,Bainbridge,0
Ohio,Bakersville,0
Ohio,Baltic,1
Ohio,Baltimore,443
Ohio,Bannock,0
Ohio,Barberton,8
Ohio,Barlow,0
Ohio,Barnesville,0
Ohio,Bartlett,2
Ohio,Barton,0
Ohio,Bascom,0
Ohio,Batavia,11
Ohio,Bath,0
Ohio,Bay Village,4
Ohio,Beach City,0
Oklahoma,Atoka,0
Oklahoma,Atwood,0
Oklahoma,Avant,0
Oklahoma,Balko,0
Oklahoma,Barnsdall,1
Oklahoma,Bartlesville,27
Oklahoma,Battiest,0
Oklahoma,Beaver,5
Oklahoma,Beggs,0
Oklahoma,Bennington,0
Oklahoma,Bessie,0
Oklahoma,Bethany,6
Oklahoma,Big Cabin,0
Oklahoma,Billings,0
Oklahoma,Binger,2
Oklahoma,Bixby,5
Oklahoma,Blackwell,0
Oklahoma,Blair,10
Oklahoma,Blanchard,1
New Jersey,Cedar Grove,9
New Jersey,Cedar Knolls,1
New Jersey,Cedarville,1
New Jersey,Changewater,0
New Jersey,Chatham,0
New Jersey,Chatsworth,0
New Jersey,Cherry Hill,49
New Jersey,Chester,9
New Jersey,Chesterfield,16
New Jersey,Cinnaminson,6
New Jersey,Clark,3
New Jersey,Clarksboro,1
New Jersey,Clarksburg,0
New Jersey,Clayton,0
New Jersey,Clementon,2
New Jersey,Cliffside Park,2
New Jersey,Cliffwood,4
New Jersey,Clifton,0
New Jersey,Clinton,15
New Jersey,Closter,4
New York,Duanesburg,0
New York,Durham,0
New York,Eagle Bridge,0
New York,Earlton,0
New York,East Amherst,4
New York,East Aurora,3
New York,East Berne,0
New York,East Bloomfield,0
New York,East Chatham,0
New York,East Concord,0
New York,East Durham,0
New York,East Elmhurst,3
New York,East Farmingdale,0
New York,East Greenbush,3
New York,East Hampton,2
New York,East Islip,3
New York,East Jewett,0
North Carolina,Gerton,0
North Carolina,Gibson,0
North Carolina,Gibsonville,4
North Carolina,Glade Valley,0
North Carolina,Glen Alpine,1
North Carolina,Glendale Springs,0
North Carolina,Glenwood,0
North Carolina,Gloucester,8
North Carolina,Godwin,0
North Carolina,Gold Hill,0
North Carolina,Goldsboro,0
North Carolina,Goldston,1
North Carolina,Graham,14
North Carolina,Granite Falls,5
North Carolina,Granite Quarry,1
North Carolina,Grantsboro,3
North Carolina,Grassy Creek,0
North Carolina,Greensboro,0
North Carolina,Greenville,120
North Carolina,Grifton,4
North Carolina,Grimesland,0
North Carolina,Grover,0
North Carolina,Gulf,0
North Carolina,Halifax,1
North Carolina,Hallsboro,0
North Carolina,Hamilton,5
Ohio,Beachwood,0
Ohio,Beallsville,0
Ohio,Beaver,5
Ohio,Beaver Creek,1
Ohio,Beavercreek,19
Ohio,Beaverdam,0
Ohio,Bedford,0
Ohio,Bellaire,20
Ohio,Bellbrook,2
Ohio,Belle Center,0
Ohio,Belle Valley,0
Ohio,Bellefontaine,21
Ohio,Bellevue,145
Ohio,Bellville,1
Ohio,Belmont,0
Ohio,Belmore,0
Ohio,Beloit,19
Ohio,Belpre,6
Ohio,Benton Ridge,0
Ohio,Bentonville,1
Ohio,Berea,9
Ohio,Bergholz,0
Ohio,Berkey,0
Ohio,Berlin,9
Ohio,Berlin Center,0
Ohio,Berlin Heights,0
Ohio,Bethel,1
Ohio,Bethesda,35
Ohio,Bettsville,0
Oklahoma,Bluejacket,0
Oklahoma,Boise City,0
Oklahoma,Bokchito,0
Oklahoma,Bokoshe,0
Oklahoma,Boley,0
Oklahoma,Boswell,0
Oklahoma,Bowlegs,0
Oklahoma,Boynton,0
Oklahoma,Bradley,0
Oklahoma,Braggs,0
Oklahoma,Bray,0
Oklahoma,Bristow,1
Oklahoma,Broken Arrow,42
Oklahoma,Broken Bow,6
Oklahoma,Bromide,0
Oklahoma,Buffalo,119
Oklahoma,Burbank,1
New Jersey,Collingswood,1
New Jersey,Cologne,3
New Jersey,Colonia,0
New Jersey,Colts Neck,1
New Jersey,Columbia,125
New Jersey,Columbus,5
New Jersey,Convent Station,0
New Jersey,Cookstown,0
New Jersey,Cranbury,5
New Jersey,Cranford,9
New Jersey,Cream Ridge,0
New Jersey,Cresskill,4
New Jersey,Crosswicks,0
New Jersey,Dayton,2
New Jersey,Deal,0
New Jersey,Deepwater,0
New Jersey,Deerfield Street,0
New Jersey,Delaware,37
New Jersey,Delmont,3
New Jersey,Delran,5
New Jersey,Demarest,0
New Jersey,Dennisville,0
New Jersey,Denville,6
New Jersey,Deptford,3
New Jersey,Dividing Creek,0
New Jersey,Dorchester,0
New York,East Marion,0
New York,East Meadow,8
New York,East Moriches,0
New York,East Nassau,0
New York,East Northport,13
New York,East Norwich,1
New York,East Patchogue,8
New York,East Quogue,0
New York,East Rochester,0
New York,East Rockaway,0
New York,East Schodack,0
New York,East Setauket,3
New York,East Syracuse,8
New York,Eastchester,0
New York,Eastport,0
New York,Eden,5
New York,Edgewood,5
New York,Elbridge,0
New York,Elizaville,0
New York,Elka Park,0
New York,Ellenville,1
New York,Elma,5
New York,Elmhurst,27
New York,Elmont,2
New York,Elmsford,2
New York,Endicott,7
New York,Esopus,0
New York,Esperance,0
New York,Fabius,0
North Carolina,Hamlet,0
North Carolina,Hampstead,2
North Carolina,Hamptonville,0
North Carolina,Harkers Island,0
North Carolina,Harmony,0
North Carolina,Harrells,0
North Carolina,Harrellsville,0
North Carolina,Harris,1
North Carolina,Harrisburg,0
North Carolina,Hassell,0
North Carolina,Hatteras,0
North Carolina,Havelock,2
North Carolina,Haw River,0
North Carolina,Hayesville,1
North Carolina,Hays,12
North Carolina,Henderson,17
North Carolina,Hendersonville,0
North Carolina,Henrico,11
North Carolina,Henrietta,4
North Carolina,Hertford,10
North Carolina,Hickory,0
North Carolina,Hiddenite,0
North Carolina,High Point,0
North Carolina,High Shoals,2
North Carolina,Highfalls,0
North Carolina,Highlands,3
Ohio,Beverly,1
Ohio,Bexley,4
Ohio,Bidwell,2
Ohio,Big Prairie,0
Ohio,Birmingham,0
Ohio,Blacklick,0
Ohio,Bladensburg,4
Ohio,Blaine,0
Ohio,Blakeslee,0
Ohio,Blanchester,6
Ohio,Blissfield,2
Ohio,Bloomdale,0
Ohio,Bloomingburg,0
Ohio,Bloomingdale,2
Ohio,Bloomville,1
Ohio,Blue Ash,9
Ohio,Blue Creek,0
Ohio,Blue Rock,0
Ohio,Bluffton,23
Ohio,Boardman,12
Ohio,Bolivar,10
Ohio,Botkins,0
Ohio,Bourneville,0
Ohio,Bowerston,2
Ohio,Bowersville,0
Ohio,Bowling Green,23
Ohio,Bradford,0
Ohio,Bradner,0
Ohio,Brady Lake,0
Oklahoma,Burlington,9
Oklahoma,Burns Flat,0
Oklahoma,Butler,0
Oklahoma,Byars,0
Oklahoma,Cache,0
Oklahoma,Caddo,0
Oklahoma,Calera,2
Oklahoma,Calumet,0
Oklahoma,Calvin,0
Oklahoma,Camargo,0
Oklahoma,Cameron,5
Oklahoma,Canadian,3
Oklahoma,Canton,31
Oklahoma,Canute,0
Oklahoma,Carmen,0
Oklahoma,Carnegie,5
Oklahoma,Carney,0
Oklahoma,Carrier,0
Oklahoma,Carter,0
Oklahoma,Cartwright,0
Oklahoma,Cashion,0
Oklahoma,Catoosa,3
Oklahoma,Cement,0
Oklahoma,Chandler,1
Oklahoma,Chattanooga,101
Oklahoma,Checotah,2
New Jersey,Dorothy,0
New Jersey,Dover,3
New Jersey,Dumont,3
New Jersey,Dunellen,1
New Jersey,East Brunswick,10
New Jersey,East Hanover,6
New Jersey,East Orange,42
New Jersey,East Rutherford,1
New Jersey,East Windsor,3
New Jersey,Eatontown,10
New Jersey,Edgewater,8
New Jersey,Edison,29
New Jersey,Egg Harbor City,4
New Jersey,Egg Harbor Township,14
New Jersey,Elizabeth,3
New Jersey,Elizabethport,0
New Jersey,Elmer,1
New York,Fairport,15
New York,Fallsburg,0
New York,Fancher,0
New York,Far Rockaway,44
New York,Farmingdale,1
New York,Farmington,5
New York,Farmingville,3
New York,Farnham,0
New York,Fayetteville,80
New York,Feura Bush,1
New York,Fishers,0
New York,Fishers Island,0
New York,Fishkill,9
New York,Floral Park,0
New York,Florida,0
New York,Flushing,13
New York,Fonda,0
New York,Forest Hills,18
New York,Fort Ann,0
New York,Fort Edward,8
New York,Fort Hunter,0
New York,Fort Johnson,0
New York,Fort Montgomery,0
New York,Fort Plain,0
New York,Franklin Square,3
New York,Freehold,30
New York,Freeport,0
New York,Fresh Meadows,0
Nebraska,Abie,1
Nebraska,Adams,1
Nebraska,Alvo,0
Nebraska,Ames,22
Nebraska,Arlington,147
Nebraska,Ashland,0
Nebraska,Avoca,0
Nebraska,Barneston,0
Nebraska,Beatrice,17
Nebraska,Beaver Crossing,0
Nebraska,Bee,0
Nebraska,Bellevue,145
Nebraska,Bennet,0
Nebraska,Bennington,0
North Carolina,Hildebran,1
North Carolina,Hillsborough,10
North Carolina,Hobbsville,0
North Carolina,Hobgood,0
North Carolina,Hobucken,0
North Carolina,Hoffman,0
North Carolina,Hollister,0
North Carolina,Holly Ridge,3
North Carolina,Holly Springs,7
North Carolina,Hookerton,0
North Carolina,Hope Mills,5
North Carolina,Horse Shoe,0
North Carolina,Hot Springs,60
North Carolina,Hubert,0
North Carolina,Hudson,20
Ohio,Brecksville,6
Ohio,Bremen,0
Ohio,Brewster,5
Ohio,Brice,0
Ohio,Bridgeport,6
Ohio,Brilliant,1
Ohio,Brinkhaven,0
Ohio,Bristolville,0
Ohio,Broadview Heights,8
Ohio,Broadway,0
Ohio,brook park,4
Ohio,Brookfield,47
Ohio,Brooklyn Heights,0
Ohio,Brookpark,2
Ohio,Brookville,4
Ohio,Brownsville,78
Ohio,Brunswick,18
Ohio,Bryan,46
Ohio,Buchtel,0
Ohio,Buckeye Lake,0
Ohio,Buckland,0
Ohio,Bucyrus,10
Ohio,Buffalo,119
Ohio,Buford,0
Ohio,Burbank,1
Ohio,Burghill,0
Ohio,Burgoon,0
Ohio,Burkettsville,0
Ohio,Burton,0
Oklahoma,Chelsea,0
Oklahoma,Cherokee,0
Oklahoma,Chester,9
Oklahoma,Cheyenne,32
Oklahoma,Chickasha,21
Oklahoma,Choctaw,1
Oklahoma,Chouteau,1
Oklahoma,Claremore,13
Oklahoma,Clarita,0
Oklahoma,Clayton,0
Oklahoma,Cleo Springs,0
Oklahoma,Cleveland,0
Oklahoma,Clinton,15
Oklahoma,Coalgate,2
Oklahoma,Colbert,1
Oklahoma,Colcord,1
Oklahoma,Collinsville,1
Oklahoma,Colony,0
Oklahoma,Comanche,3
Oklahoma,Commerce,6
Oklahoma,Concho,0
Oklahoma,Connerville,0
Oklahoma,Cookson,0
Oklahoma,Copan,0
Oklahoma,Cordell,2
Oklahoma,Corn,1
Oklahoma,Council Hill,0
Oklahoma,Covington,0
Oklahoma,Coweta,2
Oklahoma,Coyle,0
Oklahoma,Crawford,0
Oklahoma,Crescent,0
New Jersey,Elmwood Park,1
New Jersey,Elwood,1
New Jersey,Emerson,6
New Jersey,Englewood,14
New Jersey,Englewood Cliffs,0
New Jersey,Englishtown,6
New Jersey,Essex Fells,0
New Jersey,Estell Manor,0
New Jersey,Ewan,0
New Jersey,Ewing,8
New Jersey,Fair Haven,1
New Jersey,Fair Lawn,6
New Jersey,Fairfield,2
New Jersey,Fairlawn,0
New Jersey,Fairton,1
New Jersey,Fairview,4
New Jersey,Fanwood,5
New Jersey,Far Hills,0
New Jersey,Farmingdale,10
New Jersey,Flagtown,0
New Jersey,Flanders,4
New Jersey,Flemington,9
New York,Fulton,8
New York,Fultonham,0
New York,Fultonville,0
New York,Gainesville,48
New York,Gallupville,0
New York,Galway,0
New York,Gansevoort,2
New York,Garden City,0
New York,Gardiner,0
New York,Garnerville,1
New York,Garrison,0
New York,Gasport,1
New York,Geneseo,5
New York,Geneva,11
New York,Germantown,16
New York,Getzville,12
New York,Ghent,0
New York,Gilboa,0
New York,Glasco,0
New York,Glen Cove,12
New York,Glen Head,0
New York,Glen Oaks,2
New York,Glendale,0
New York,Glenford,0
New York,Glenham,0
New York,Glenmont,0
New York,Glens Falls,7
New York,Glenville,2
New York,Glenwood,8
Nebraska,Blair,10
Nebraska,Blue Springs,19
Nebraska,Boys Town,0
Nebraska,Brainard,0
Nebraska,Burr,0
Nebraska,Cedar Bluffs,0
Nebraska,Cedar Creek,0
Nebraska,Ceresco,0
Nebraska,Clarkson,0
Nebraska,Clatonia,0
Nebraska,Colon,0
Nebraska,Columbus,5
Nebraska,Cordova,15
Nebraska,Cortland,9
Nebraska,Creston,1
Nebraska,Crete,3
Nebraska,Davey,0
Nebraska,Denton,66
Nebraska,Dodge,0
Nebraska,Douglas,8
Nebraska,Dunbar,0
Nebraska,Duncan,3
Nebraska,Dwight,3
Nebraska,Eagle,0
Nebraska,Elkhorn,9
Nebraska,Elmwood,0
Nebraska,Fairbury,6
Nebraska,Filley,0
Nebraska,Firth,2
Nebraska,Fort Calhoun,1
Nebraska,Fremont,24
Nebraska,Garland,132
North Carolina,Huntersville,17
North Carolina,Hurdle Mills,0
North Carolina,Icard,0
North Carolina,Indian Trail,5
North Carolina,Iron Station,0
North Carolina,Ivanhoe,0
North Carolina,Jackson,0
North Carolina,Jackson Springs,0
North Carolina,Jacksonville,17
North Carolina,Jamestown,0
North Carolina,Jamesville,7
North Carolina,Jefferson,5
North Carolina,Jonas Ridge,2
North Carolina,Jonesville,1
North Carolina,Julian,0
North Carolina,Kannapolis,15
North Carolina,Kelford,0
North Carolina,Kelly,0
North Carolina,Kenansville,7
North Carolina,Kenly,1
North Carolina,Kernersville,18
North Carolina,Kill Devil Hills,1
North Carolina,King,9
North Carolina,Kings Mountain,11
North Carolina,Kinston,36
North Carolina,Kipling,0
North Carolina,Kittrell,0
North Carolina,Kitty Hawk,1
North Carolina,Knightdale,4
North Carolina,Kure Beach,0
Ohio,Butler,0
Ohio,Byesville,2
Ohio,Cable,0
Ohio,Cadiz,3
Ohio,Cairo,0
Ohio,Calcutta,1
Ohio,Caldwell,2
Ohio,Caledonia,0
Ohio,Cambridge,1
Ohio,Camden,18
Ohio,Camp Dennison,0
Ohio,Campbell,0
Ohio,Canal Fulton,6
Ohio,Canal Winchester,6
Ohio,Canfield,7
Ohio,Canton,31
Ohio,Carbon Hill,0
Ohio,Carbondale,13
Ohio,Cardington,2
Ohio,Carey,0
Ohio,Carlisle,0
Ohio,Carroll,3
Oklahoma,Cromwell,0
Oklahoma,Crowder,0
Oklahoma,Cushing,0
Oklahoma,Custer City,0
Oklahoma,Cyril,0
Oklahoma,Dacoma,0
Oklahoma,Davenport,46
Oklahoma,Davidson,0
Oklahoma,Davis,1
Oklahoma,Deer Creek,0
Oklahoma,Del City,8
Oklahoma,Delaware,37
Oklahoma,Depew,4
Oklahoma,Devol,0
Oklahoma,Dewar,0
Oklahoma,Dewey,2
Oklahoma,Dibble,0
Oklahoma,Dill City,0
Oklahoma,Disney,0
Oklahoma,Dougherty,0
Oklahoma,Douglas,8
Oklahoma,Dover,3
Oklahoma,Drummond,0
Oklahoma,Drumright,3
Oklahoma,Duke,0
Oklahoma,Duncan,3
Oklahoma,Durant,0
Oklahoma,Dustin,0
Oklahoma,Eagletown,0
Missouri,Adrian,0
New Jersey,Florence,53
New Jersey,Florham Park,9
New Jersey,Fords,0
New Jersey,Forked River,6
New Jersey,Fort Dix,0
New Jersey,Fort Lee,6
New Jersey,Fort Monmouth,0
New Jersey,Fortescue,0
New Jersey,Franklin,2
New Jersey,Franklin Lakes,1
New Jersey,Franklin Park,1
New Jersey,Franklinville,0
New Jersey,Freehold,30
New Jersey,Frenchtown,2
New Jersey,Galloway,1
New Jersey,Galloway Township,5
New Jersey,Garfield,0
New Jersey,Garwood,0
New Jersey,Gibbsboro,2
New Jersey,Gibbstown,2
New Jersey,Gillette,0
New Jersey,Gladstone,1
New Jersey,Glassboro,10
New Jersey,Glasser,0
New Jersey,Glen Gardner,3
New Jersey,Glen Ridge,2
New Jersey,Glen Rock,0
New Jersey,Glendora,1
Minnesota,Ada,3
New York,Glenwood Landing,0
New York,Gloversville,5
New York,Goldens Bridge,0
New York,Gorham,7
New York,Goshen,15
New York,Grafton,0
New York,Grand Island,30
New York,Granite Springs,0
New York,Granville,12
New York,Great Neck,11
New York,Great River,0
New York,Greece,3
New York,Greenfield Center,0
New York,Greenfield Park,0
New York,Greenlawn,3
New York,Greenport,6
New York,Greenvale,0
New York,Greenville,20
New York,Greenwich,20
New York,Greenwood Lake,0
New York,Guilderland,3
New York,Guilderland Center,0
New York,Hadley,0
New York,Hagaman,1
New York,Hague,0
New York,Haines Falls,0
New York,Hall,0
New York,Hamburg,19
Nebraska,Goehner,0
Nebraska,Grand Island,8
Nebraska,Greenwood,29
Nebraska,Gretna,15
Nebraska,Hallam,0
Nebraska,Hastings,25
Nebraska,Herman,0
Nebraska,Hickman,0
Nebraska,Hooper,1
Nebraska,Howells,0
Nebraska,Humphrey,0
Nebraska,Ithaca,42
Nebraska,Kearney,25
Nebraska,Kennard,0
Nebraska,La Vista,7
Nebraska,Leigh,0
Nebraska,Liberty,3
Nebraska,Lincoln,4
Nebraska,Lindsay,0
Nebraska,Lorton,5
Nebraska,Louisville,9
Nebraska,Malcolm,0
Nebraska,Malmo,0
Nebraska,Manley,0
Nebraska,Martell,0
Nebraska,Mead,1
Nebraska,Memphis,0
North Carolina,La Grange,4
North Carolina,Lake Junaluska,0
North Carolina,Lake Lure,0
North Carolina,Lake Toxaway,0
North Carolina,Lake Waccamaw,3
North Carolina,Lakeview,1
North Carolina,Landis,0
North Carolina,Lansing,84
North Carolina,Lattimore,0
North Carolina,Laurel Hill,0
North Carolina,Laurel Springs,0
North Carolina,Laurinburg,21
North Carolina,Lawndale,4
North Carolina,Lawsonville,0
North Carolina,Leasburg,0
North Carolina,Leicester,2
North Carolina,Leland,3
North Carolina,Lemon Springs,0
North Carolina,Lenoir,23
North Carolina,Lewiston Woodville,0
North Carolina,Lewisville,59
North Carolina,Lexington,28
North Carolina,Liberty,3
North Carolina,Lilesville,0
North Carolina,Lillington,9
North Carolina,Lincolnton,17
Ohio,Carrollton,68
Ohio,Casstown,0
Ohio,Castalia,0
Ohio,Catawba,0
Ohio,Cecil,0
Ohio,Cedarville,1
Ohio,Celina,2
Ohio,Centerburg,3
Ohio,Centerville,1
Ohio,Chagrin Falls,12
Ohio,champion,1
Ohio,Chandlersville,0
Ohio,Chardon,13
Ohio,Charm,0
Ohio,Chatfield,0
Ohio,Chauncey,0
Ohio,Cherry Fork,0
Ohio,Chesapeake,67
Ohio,Cheshire,0
Ohio,Chester,9
Ohio,Chesterhill,0
Ohio,Chesterland,2
Ohio,Chesterville,1
Ohio,Cheviot,0
Ohio,Chickasaw,0
Ohio,Chillicothe,0
Ohio,Chilo,0
Ohio,Chippewa Lake,0
Ohio,Christiansburg,13
Ohio,Cincinnati,429
Oklahoma,Eakly,0
Oklahoma,Earlsboro,0
Oklahoma,Edmond,45
Oklahoma,El Reno,7
Oklahoma,Eldorado,1
Oklahoma,Elgin,3
Oklahoma,Elk City,14
Oklahoma,Elmer,1
Oklahoma,Elmore City,0
Oklahoma,Enid,34
Oklahoma,Erick,1
Oklahoma,Eufaula,8
