address,description,image,location,number,seller,symbol,title,unit,url
Newlands,"Lovely Bedroom in a Huge House
Central AC
Washer + Dryer
Rent includes Electricty, Water and Internet
Share common areas
Available now
Call or message Alley @ 3250313",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/07/2233141.jpg,Savannah/Newlands,900,alesia_2,$,Master Bedroom+ Own bath+ Walkin Closet+ Office,KYD,https://ecaytrade.com/cayman/real-estate/for-rent
Seven Mile Beach at The Ritz-Carlton,"Call:815-6782
Email: ",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235656.jpg,Seven Mile Beach,,rccaymanresidences,,Discover Luxury Rentals On 7-Mile Beach,,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Palm Heights Drive,"2 bed/ 2 bath fully furnished condo located in the highly sought after neighbourhood of Snug Harbour. This second floor unit has spacious rooms, a large open living  area and a large screened in patio that overlooks the canal. Central a/c; Washer/dryer; Cable and Internet ready. Walking distance to Camana Bay, restaurants, grocery, stores and of course all that the beautiful Seven Mile Beach has to offer.Ideal for professional singles and couples. Maximum 2 sharers. Small dog possible. Available Now!Please contact Risa  or 326-4790.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235609.jpg,Seven Mile Beach Corridor,"2,800",BCQS Rentals,$,Casuarina Club 2 Bed 2 Bath on Canal - 7 Mile Beach Corridor,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Shamrock Rd.,"Large Space at Countryside Shopping Village - 1,000 sq. ft.- Conveniently located in Savannah to serve the GT and Eastern Districts
- Can be utilized for a variety of Business and Retail settings.
- AC Installed, Includes Private Restroom. (Utilities separate).
- High Traffic Area.Make it your own! $2200 MonthlyContact Larissa Waters for More Info and Viewings:
Call, Whats App or Text 345-936-3343
",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235697.jpeg,Savannah/Newlands,"2,200",HeritageHoldingsLTD.,$,AVAILABLE OFFICE SPACE AT COUNTRYSIDE,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Alamanda Drive,"Couple with 3 children 3-10 seeking a house or apartment for August
1 or 2 bedroom
$1400 and under
ANY location
Please Contact seller or text  927-3723 with any available rentalsThank you!",,West Bay,"1,300",Arissa Ebanks,$,Seeking rental for August 1st or 15th,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Adonis Drive,"Available August 1st
Rent includes-
Electric
Water
Wifi
Mini split a/c
Private entrance
Private parking spaceNO washer/dryer (2 laundry mat's within 5 min. drive)
Suitable for single professional *2nd person at an additional cost*
Security deposit of $1,200 required in addition to $1,200 1st months rent
NO NAU
NO SHARING (unless agreed in writing)
NO PETS
NO SMOKING (indoors)
1-year lease available
Location- West Bay, near The Shores with easy access to the BypassIf interested please call or whatsapp 928-8106 after 5pm. Otherwise I can be reached via enquiry on this platform.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235863.jpg,West Bay,"1,200",2020 JE,$,All Inclusive Studio Apartment Attached to Home,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"Frunksound Rd,KY1-1701","1bedRoom/1bathroom available on 15 of July,all Inc. (water,electricity) complimentary wifi  available. Good for  a couple,single person okey. Whatsapp me for inquiry 9282403",,North Side,600,ana carmela,$,1bedroom/1batj,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Winsor Lakes apartment.,"1 Bedroom with own bathroom For rent in a 2 Bedroom 2 Bathroom apartment.  Share living room, kitchen and laundry.
Winsor Lakes Apartment George Town, by pasadora place.  Contact number 9226331",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235610.jpeg,George Town,700,YesicaTH,$,1 Bedroom with own bathroom in a 2 Bedroom apartment. ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Snug Harbour,"1 Bedroom, 1.5bath - Snug Harbour Turtle Cove - Aval. Aug 1 2020 - CI$2,150Popular Turtle Cove (phase II) - completed in 2017 1 bedroom condo:
Tons of storage with large walk in closet and custom closets (two closets, one in the bedroom as well).
modern furniture, king size bedLarge bathroom with custom storage solution
-Nest thermostat - CUC averages between $125-$175/month with avg. temp 73, water ~ $25-30/month
-918 square ft.
-1.5 bathrooms
-60” TV in living room, 46” in bedroom Property features:
two pools
-Guest suites for visiting guests in the same building (lower nightly rate for residents of Turtle Cove).
-Gated",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235914.jpeg,Seven Mile Beach Corridor,"2,150",William Koutney,$,Snug Harbour 1 BR | Turtle Cove,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"131 Watershed Circle Savannah little sava,little Savannah Garden","Apartment for rent in little Savannah Garden. Two bedrooms , Kitchen  and Living Room area. Water& light not including. !!!! contact : 517-6840",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235901.jpg,Savannah/Newlands,"1,700",Sashana Mcfield,$,Apartment for Rent - Little Savannah Garden  ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"299 West Bay Road,George Town","An Amazing Stay-cation Deal awaits you at Sunset Cove resort! This lovely oceanfront penthouse has 3 bedrooms, 2 bathrooms, a large open plan kitchen, dining area, air-con, satellite TV and a very large balcony. The resort pool is one of the largest on Seven Mile Beach, with a swim-up snack and cocktail bar, a hot tub, and separate, splash pool for smaller children.Available from July to the end of September for $300 KYD per night - (4 night minimum) additional cleaning fee. Please contact  if interested",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2236189.jpg,Seven Mile Beach,300,Wendy Didier,$,Amazing Sunset Cove Staycation Deal on Seven Mile Beach!!!  (3 Bed 2 Bath),KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
West bay road,"This unit is closest to the beach with beach and sea views. KYD1,900 per month. Cable and internet included.Move in date August 1 (no later), taking over the current tenant's lease for 3 months, after which a new long term lease is available.1 bed/1 bath - fully furnished
Balcony is positioned directly above the beach overlooking the ocean - 10 second walk to the beach
Less than 5 mins walk to camana bay and shopsContact Alon

922-8934",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2235972.png,Seven Mile Beach,"1,900",Ecay Liad,$,Seagull apartment - on 7 mile beach,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
150 crew road george town,location near is lion center  1 . bed room 1. bath room 1. kitchen,,George Town,750,Christine Murray -hinds,$,apartment for rent  1 bed room 1 bath room 1 kitchen+include water and light,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
West Bay,"1 Bedroom, 1 Bathroom, 1 Kitchen apartment for rent in West Bay. Lease Agreement Required. Deposit of $500.00. Utilities not included. Sorry no pets, no smoking.Please contact via WhatsApp 929-1175",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2236288.jpg,West Bay,850,L. Clarke,$, Beautiful One Bedroom Apartment - West Bay,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Outpost Street,"AVAILABLE JULY 15 in GT~~~~~~
Perfect One bedroom very spacious and practical with open kitchen, good size living room and bedroom and plenty storage.   Has it’s own washer and dryer, security system and Ac .
Enjoy the private backyard with large banana and coconut trees .
Long term only
No children or pet policy
Email me to arrange viewing.

Mls #567",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2236315.jpeg,George Town,"1,600",Hiva,$,Perfect One Bedroom ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
09 Bright Court,"This spacious 3 Bedroom, 2 Bathroom Bodden Town home is located just about five minutes away from the Countryside and the Country Conner Shopping Plazas. Recently renovated and has been professionally deep cleaned and sanitized.For Serious Inquiries, please contact 1(345)926-2651.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/09/2236387.jpeg,Bodden Town/Breakers,"2,100",Jonathan Peguero Sr.,$,"3 Bed, 2 Bath Bodden Town Home for Rent",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"Lantern Point,Prospect Point Road","For rent - gorgeous executive apartment in sought-after Lantern Point, Prospect Point. Beautifully landscaped gated complex with 3 pools, hot tub, tennis court and gym.Apartment is one of the nicest in the complex with a large South-West facing balcony overlooking the central pool. Fully equipped kitchen and laundry facilities, two Queen beds, en suite to master, separate shower room, wide-screen TV, A/C and ceiling fans.Sorry: no pets, no smokers.
Please message to make an appointment to view.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/09/2236615.jpg,Red Bay/Prospect,"2,100",sheena m,$,"SUPERB 2/2 APARTMENT IN LANTERN POINT, POOL VIEW, FULLY FURNISHED",KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
George Town,"All inclusive  furnished 1 Br 1 br
available in Luxurious, Serene and Spacious 2 Br 2.5 Bath Condo (shared) in residential area in central George Town ( All utilities included, ie. Internet, Water, Electricity, A/c)
Available from July 30, 2020 )",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/09/2236662.jpg,Red Bay/Prospect,850,GabrielNibal,$,All Inclusive Luxurious and Spacious 1 Bedroom in Condo,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"Simion Cresent,78B #9",78B #9 Apartment. Bad Landlord . Not good to rent from there. Horrible experience renting there. Is not a studio.,,West Bay,"1,000",Rachael Edwards,$,MASTER ROOM,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"206 orange drive,Ky1-1106","Studio Apartment for rent in Prospect. -Utilities included
-WiFi included
-Pool access
-Private ParkingAvailable August 1st. Ph: 9231408",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/09/2236859.jpeg,Red Bay/Prospect,"1,200",Csolomon,$,Studio Apartment ,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
"Ryans Retreat Crewe Rd,KY1-1110","Room for Rent in a 2 BD 2 BR Apartment in Crewe Rd.$800/room +utilities (and security deposit)
max of 2 personShared Kitchen and Living Room
with Washer and DryerAvailable August 1st or August 10th
PM for pictures.
Thank you.",,George Town,800,WRseller101,$,1 BR 1 BATH,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=2
Rosedale Garden,"Rosedale Gardens. Beautiful 2 bed 2.5 bath townhouse, nicely fully furnished, with spacious kitchen, granite countertops, wood cabinets, living room, and dining area are tastefully furnished with a big smart TV. Bedrooms are upstairs with ensuite bathrooms, also it has a big screened patio. Huge pool and very close to town, shops, etc.Available now.Easy to show, call Karina at 925-3800 for a viewing today.Cayman Islands Sotheby's International Realty is a member of CIREBA RLS#534",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2234633.jpg,George Town,"2,000",Cayman Islands Sotheby's Int'l Realty,$,2 bed at Rosedale Gardens - close to GT,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=3
Careenage,"Beautiful two bed two bad canal front apartment on the ground floor, cute and nice fully furnished with a lovely patio facing the water perfect for enjoying the evenings sitting outside with a great view. It is available immediately and easy to show. Call now for a viewing.Cayman Islands Sotheby's International Realty is a member of CIREBA RLS#511Contact Karina 925-3800",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2234639.jpg,Red Bay/Prospect,"2,000",Cayman Islands Sotheby's Int'l Realty,$,Canalfront Condo at Careenage,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=3
harbour dr,"All inclusive corner office space available downtown on the waterfront starting at $1200/month.The shared space is bright with a large window overlooking the ocean. Located in a clean and secure building with lots of parking available.Comes fully furnished and all utilities, parking, Super Fast WIFI, printing, coffee, filtered water, storage and other amenities are all included. There are also 2 closed conference/board rooms that are free to use.$1200. Other spots available for $500. Call or msg 925-1725.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2234677.jpg,George Town,"1,200",V_2,$,ALL INCLUSIVE Corner Office Space | Ocean Views,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=3
Cardinal Avenue,"Available immediately, 280 sq ft prime office space, right in the middle of George Town. Unbelievable: CI$807.00 per month includes utilities. Deposit is required.ease of access, great convenience. Quiet space.  For more info please whatsapp only 345-323-2770 or send e-mail.",https://ecaytrade.com/sites/default/files/styles/ecaytrade_ad_grid/public/images/20/07/08/2234655.jpg,George Town,807,G.W.,$,PRIME OFFICE SPACE IN GEORGE TOWN,KYD,https://ecaytrade.com/cayman/real-estate/for-rent?page=3
